id,gid,x,y,v_x,v_y,radius,time
8,0,8.012218,0.036327,-0.231644,0.075652,0.200000,8.900000
9,0,3.924077,-0.526826,-1.415359,0.194595,0.200000,8.900000
10,0,3.464651,0.054140,-1.121155,0.064206,0.200000,8.900000
11,0,10.095444,-0.422060,-1.093212,-0.205168,0.200000,8.900000
12,0,9.768775,0.444927,-0.959756,-0.424740,0.200000,8.900000
13,0,6.200135,-0.446126,-0.475896,-0.156182,0.200000,8.900000
14,0,2.077071,0.069750,-0.842774,0.522425,0.200000,8.900000
15,0,6.397188,1.601786,-1.167927,-0.333555,0.200000,8.900000
16,0,0.552673,-0.704527,-0.967315,0.410698,0.200000,8.900000
17,0,1.462349,0.312100,-0.872687,-0.324559,0.200000,8.900000
18,0,3.688184,-1.584721,-0.749488,-0.226019,0.200000,8.900000
19,0,2.280180,-0.923453,-1.420377,0.343675,0.200000,8.900000
20,1,6.522919,6.978707,-0.236620,-0.449127,0.200000,8.900000
21,1,7.981654,-7.440513,-0.425140,-0.644964,0.200000,8.900000
22,1,7.432645,-3.734158,-0.474397,-0.796708,0.200000,8.900000
23,1,7.104567,-7.885160,0.083075,-1.048301,0.200000,8.900000
24,1,5.542865,3.674250,0.149733,-0.943084,0.200000,8.900000
25,1,7.284670,-5.459275,-1.053393,-1.063920,0.200000,8.900000
26,1,7.097415,2.001386,0.240009,-0.699533,0.200000,8.900000
27,1,6.726541,-4.945537,0.247398,-1.014895,0.200000,8.900000
28,1,4.565706,-1.687734,-0.017580,-0.953661,0.200000,8.900000
29,1,6.235889,-6.793408,0.043200,-0.686367,0.200000,8.900000
30,1,6.778546,0.554163,0.087769,-0.799435,0.200000,8.900000
32,1,5.050390,-1.582341,0.159394,-0.842259,0.200000,8.900000
33,1,7.660548,2.484216,0.205323,-1.261178,0.200000,8.900000
34,1,5.404312,2.610776,-0.058355,-1.065022,0.200000,8.900000
35,1,8.663110,0.809453,-0.284281,-1.233456,0.200000,8.900000
36,1,6.174989,-2.192936,-0.271243,-0.958416,0.200000,8.900000
37,1,7.368224,-1.684399,-0.408023,-1.174404,0.200000,8.900000
38,1,9.045469,2.340973,-0.396415,-1.265395,0.200000,8.900000
39,1,6.427250,3.265431,0.044357,-0.537012,0.200000,8.900000
0,0,3.570744,0.848228,-0.885962,0.152444,0.200000,9.000000
1,0,7.718516,0.676962,-0.852666,-0.313454,0.200000,9.000000
2,0,2.767049,0.657784,-1.414719,0.112188,0.200000,9.000000
3,0,6.725089,-1.271552,-0.023829,0.024800,0.200000,9.000000
4,0,1.944569,0.835002,-1.609737,-0.759497,0.200000,9.000000
5,0,0.079206,0.084260,-1.462441,-0.229488,0.200000,9.000000
6,0,8.239511,-0.691135,-1.230555,-0.164024,0.200000,9.000000
7,0,4.814485,-0.959538,-0.994146,-0.365461,0.200000,9.000000
8,0,7.986323,0.044020,-0.258954,0.076929,0.200000,9.000000
9,0,3.854172,-0.487938,-0.699052,0.388877,0.200000,9.000000
10,0,3.354661,0.068004,-1.099908,0.138642,0.200000,9.000000
11,0,10.004521,-0.445731,-0.909228,-0.236714,0.200000,9.000000
12,0,9.685021,0.437679,-0.837540,-0.072473,0.200000,9.000000
13,0,6.136051,-0.475908,-0.640839,-0.297819,0.200000,9.000000
14,0,2.007035,0.097458,-0.700362,0.277085,0.200000,9.000000
15,0,6.292141,1.592691,-1.050474,-0.090958,0.200000,9.000000
16,0,0.419094,-0.674271,-1.335782,0.302566,0.200000,9.000000
17,0,1.380454,0.298816,-0.818948,-0.132845,0.200000,9.000000
18,0,3.614598,-1.584870,-0.735861,-0.001499,0.200000,9.000000
19,0,2.185545,-0.882588,-0.946356,0.408642,0.200000,9.000000
20,1,6.497052,6.938270,-0.258664,-0.404371,0.200000,9.000000
21,1,7.934614,-7.483574,-0.470396,-0.430616,0.200000,9.000000
22,1,7.386492,-3.820452,-0.461527,-0.862939,0.200000,9.000000
23,1,7.102550,-7.980215,-0.020171,-0.950552,0.200000,9.000000
24,1,5.561970,3.582383,0.191048,-0.918671,0.200000,9.000000
25,1,7.203564,-5.581683,-0.811060,-1.224085,0.200000,9.000000
26,1,7.108555,1.926551,0.111399,-0.748347,0.200000,9.000000
27,1,6.782390,-5.064640,0.558489,-1.191026,0.200000,9.000000
28,1,4.555274,-1.789584,-0.104314,-1.018502,0.200000,9.000000
29,1,6.226253,-6.871243,-0.096364,-0.778346,0.200000,9.000000
30,1,6.775819,0.459683,-0.027273,-0.944801,0.200000,9.000000
32,1,5.072755,-1.654877,0.223644,-0.725367,0.200000,9.000000
33,1,7.681938,2.344828,0.213896,-1.393877,0.200000,9.000000
34,1,5.385534,2.500972,-0.187779,-1.098040,0.200000,9.000000
35,1,8.664393,0.699226,0.012835,-1.102274,0.200000,9.000000
36,1,6.150756,-2.282780,-0.242322,-0.898443,0.200000,9.000000
37,1,7.372503,-1.756288,0.042788,-0.718893,0.200000,9.000000
38,1,8.988697,2.186906,-0.567730,-1.540670,0.200000,9.000000
39,1,6.431275,3.206502,0.040254,-0.589297,0.200000,9.000000
0,0,3.487428,0.827037,-0.833163,-0.211908,0.200000,9.100000
1,0,7.647913,0.641237,-0.706035,-0.357246,0.200000,9.100000
2,0,2.650523,0.628868,-1.165263,-0.289160,0.200000,9.100000
3,0,6.722893,-1.266985,-0.021966,0.045668,0.200000,9.100000
4,0,1.832641,0.848654,-1.119280,0.136518,0.200000,9.100000
5,0,-0.067871,0.074051,-1.470779,-0.102092,0.200000,9.100000
6,0,8.102702,-0.686730,-1.368093,0.044048,0.200000,9.100000
7,0,4.701844,-0.976164,-1.126410,-0.166261,0.200000,9.100000
8,0,7.952817,0.058031,-0.335058,0.140109,0.200000,9.100000
9,0,3.790479,-0.448365,-0.636927,0.395733,0.200000,9.100000
10,0,3.252300,0.097966,-1.023603,0.299625,0.200000,9.100000
11,0,9.909931,-0.475008,-0.945903,-0.292771,0.200000,9.100000
12,0,9.616372,0.442307,-0.686492,0.046273,0.200000,9.100000
13,0,6.065044,-0.503820,-0.710072,-0.279125,0.200000,9.100000
14,0,1.929830,0.090047,-0.772050,-0.074114,0.200000,9.100000
15,0,6.181134,1.572318,-1.110065,-0.203728,0.200000,9.100000
16,0,0.295089,-0.649414,-1.240050,0.248570,0.200000,9.100000
17,0,1.296799,0.306041,-0.836553,0.072255,0.200000,9.100000
18,0,3.517310,-1.598728,-0.972873,-0.138573,0.200000,9.100000
19,0,2.075169,-0.828042,-1.103752,0.545466,0.200000,9.100000
20,1,6.491471,6.878526,-0.055813,-0.597447,0.200000,9.100000
21,1,7.881546,-7.520669,-0.530683,-0.370951,0.200000,9.100000
22,1,7.357425,-3.910792,-0.290672,-0.903402,0.200000,9.100000
23,1,7.089526,-8.073306,-0.130233,-0.930917,0.200000,9.100000
24,1,5.550680,3.478033,-0.112904,-1.043498,0.200000,9.100000
25,1,7.136296,-5.674897,-0.672680,-0.932131,0.200000,9.100000
26,1,7.110520,1.831100,0.019650,-0.954508,0.200000,9.100000
27,1,6.822472,-5.140714,0.400821,-0.760743,0.200000,9.100000
28,1,4.548569,-1.870723,-0.067054,-0.811385,0.200000,9.100000
29,1,6.231050,-6.943958,0.047976,-0.727155,0.200000,9.100000
30,1,6.764934,0.379714,-0.108846,-0.799686,0.200000,9.100000
32,1,5.085383,-1.722990,0.126285,-0.681126,0.200000,9.100000
33,1,7.718566,2.185418,0.366280,-1.594100,0.200000,9.100000
34,1,5.366365,2.376029,-0.191690,-1.249430,0.200000,9.100000
35,1,8.653486,0.613407,-0.109077,-0.858187,0.200000,9.100000
36,1,6.165729,-2.392576,0.149723,-1.097955,0.200000,9.100000
37,1,7.380187,-1.828707,0.076841,-0.724194,0.200000,9.100000
38,1,8.969120,2.028879,-0.195763,-1.580275,0.200000,9.100000
39,1,6.427278,3.143992,-0.039975,-0.625096,0.200000,9.100000
0,0,3.415352,0.803410,-0.720755,-0.236267,0.200000,9.200000
1,0,7.573262,0.601892,-0.746508,-0.393456,0.200000,9.200000
2,0,2.552513,0.600317,-0.980094,-0.285516,0.200000,9.200000
3,0,6.720594,-1.265799,-0.022988,0.011862,0.200000,9.200000
4,0,1.749130,0.875126,-0.835107,0.264717,0.200000,9.200000
5,0,-0.206337,0.072739,-1.384655,-0.013121,0.200000,9.200000
6,0,7.965562,-0.678004,-1.371403,0.087264,0.200000,9.200000
7,0,4.581027,-0.960055,-1.208175,0.161092,0.200000,9.200000
8,0,7.905927,0.083932,-0.468901,0.259006,0.200000,9.200000
9,0,3.727136,-0.425994,-0.633433,0.223715,0.200000,9.200000
10,0,3.130768,0.110143,-1.215327,0.121769,0.200000,9.200000
11,0,9.840806,-0.469971,-0.691250,0.050368,0.200000,9.200000
12,0,9.532382,0.444668,-0.839898,0.023615,0.200000,9.200000
13,0,5.992396,-0.529140,-0.726479,-0.253196,0.200000,9.200000
14,0,1.863343,0.098440,-0.664867,0.083933,0.200000,9.200000
15,0,6.090742,1.570999,-0.903919,-0.013185,0.200000,9.200000
16,0,0.166532,-0.624399,-1.285576,0.250147,0.200000,9.200000
17,0,1.200523,0.269040,-0.962762,-0.370011,0.200000,9.200000
18,0,3.404917,-1.601124,-1.123935,-0.023961,0.200000,9.200000
19,0,1.931714,-0.798005,-1.434559,0.300367,0.200000,9.200000
20,1,6.478296,6.809822,-0.131753,-0.687041,0.200000,9.200000
21,1,7.841049,-7.572825,-0.404971,-0.521552,0.200000,9.200000
22,1,7.311438,-4.005102,-0.459872,-0.943099,0.200000,9.200000
23,1,7.079525,-8.153914,-0.100012,-0.806073,0.200000,9.200000
24,1,5.523540,3.392040,-0.271402,-0.859928,0.200000,9.200000
25,1,7.052474,-5.762708,-0.838225,-0.878112,0.200000,9.200000
26,1,7.113750,1.711539,0.032303,-1.195611,0.200000,9.200000
27,1,6.861732,-5.219806,0.392609,-0.790919,0.200000,9.200000
28,1,4.569762,-1.981826,0.211932,-1.111031,0.200000,9.200000
29,1,6.236468,-7.003750,0.054173,-0.597913,0.200000,9.200000
30,1,6.769059,0.280668,0.041249,-0.990465,0.200000,9.200000
32,1,5.091445,-1.803133,0.060616,-0.801426,0.200000,9.200000
33,1,7.721390,2.058905,0.028242,-1.265132,0.200000,9.200000
34,1,5.377541,2.248959,0.111761,-1.270700,0.200000,9.200000
35,1,8.650420,0.523203,-0.030654,-0.902044,0.200000,9.200000
36,1,6.168168,-2.483736,0.024393,-0.911600,0.200000,9.200000
37,1,7.384830,-1.890655,0.046433,-0.619478,0.200000,9.200000
38,1,8.990836,1.887239,0.217161,-1.416395,0.200000,9.200000
39,1,6.416486,3.068701,-0.107917,-0.752908,0.200000,9.200000
0,0,3.363165,0.770312,-0.521867,-0.330984,0.200000,9.300000
1,0,7.514905,0.552645,-0.583568,-0.492471,0.200000,9.300000
2,0,2.422741,0.608253,-1.297722,0.079367,0.200000,9.300000
3,0,6.717597,-1.265143,-0.029971,0.006553,0.200000,9.300000
4,0,1.646942,0.904331,-1.021883,0.292055,0.200000,9.300000
5,0,-0.354057,0.047704,-1.477202,-0.250347,0.200000,9.300000
6,0,7.859896,-0.677468,-1.056662,0.005358,0.200000,9.300000
7,0,4.477622,-0.944307,-1.034045,0.157473,0.200000,9.300000
8,0,7.874047,0.098419,-0.318796,0.144875,0.200000,9.300000
9,0,3.670418,-0.401411,-0.567177,0.245829,0.200000,9.300000
10,0,2.984841,0.130652,-1.459265,0.205091,0.200000,9.300000
11,0,9.735079,-0.462201,-1.057267,0.077701,0.200000,9.300000
12,0,9.463293,0.431251,-0.690895,-0.134173,0.200000,9.300000
13,0,5.910807,-0.544361,-0.815888,-0.152211,0.200000,9.300000
14,0,1.805755,0.103158,-0.575881,0.047176,0.200000,9.300000
15,0,6.042262,1.593842,-0.484806,0.228431,0.200000,9.300000
16,0,0.056982,-0.593026,-1.095498,0.313729,0.200000,9.300000
17,0,1.108708,0.269458,-0.918146,0.004178,0.200000,9.300000
18,0,3.318033,-1.609521,-0.868844,-0.083976,0.200000,9.300000
19,0,1.791300,-0.754417,-1.404133,0.435881,0.200000,9.300000
20,1,6.469086,6.740691,-0.092092,-0.691301,0.200000,9.300000
21,1,7.796653,-7.618807,-0.443960,-0.459826,0.200000,9.300000
22,1,7.275757,-4.100905,-0.356812,-0.958031,0.200000,9.300000
23,1,7.077659,-8.225391,-0.018656,-0.714776,0.200000,9.300000
24,1,5.496986,3.323397,-0.265532,-0.686435,0.200000,9.300000
25,1,7.003640,-5.838263,-0.488340,-0.755551,0.200000,9.300000
26,1,7.103057,1.628237,-0.106934,-0.833027,0.200000,9.300000
27,1,6.915774,-5.287305,0.540411,-0.674993,0.200000,9.300000
28,1,4.602313,-2.104826,0.325512,-1.230007,0.200000,9.300000
29,1,6.228906,-7.077083,-0.075615,-0.733330,0.200000,9.300000
30,1,6.764221,0.176028,-0.048386,-1.046400,0.200000,9.300000
32,1,5.103751,-1.885220,0.123065,-0.820878,0.200000,9.300000
33,1,7.708203,1.965947,-0.131864,-0.929578,0.200000,9.300000
34,1,5.318059,2.125875,-0.594818,-1.230843,0.200000,9.300000
35,1,8.640583,0.446238,-0.098370,-0.769652,0.200000,9.300000
36,1,6.161266,-2.587273,-0.069022,-1.035372,0.200000,9.300000
37,1,7.398091,-1.968642,0.132604,-0.779870,0.200000,9.300000
38,1,8.982935,1.747371,-0.079015,-1.398686,0.200000,9.300000
39,1,6.416624,2.979414,0.001382,-0.892877,0.200000,9.300000
0,0,3.303391,0.736612,-0.597744,-0.336997,0.200000,9.400000
1,0,7.448414,0.515998,-0.664908,-0.366462,0.200000,9.400000
2,0,2.344942,0.641298,-0.777987,0.330449,0.200000,9.400000
3,0,6.715237,-1.264626,-0.023594,0.005169,0.200000,9.400000
4,0,1.535245,0.938059,-1.116973,0.337282,0.200000,9.400000
5,0,-0.492642,0.010430,-1.385853,-0.372747,0.200000,9.400000
6,0,7.751388,-0.696533,-1.085075,-0.190650,0.200000,9.400000
7,0,4.344996,-0.955779,-1.326264,-0.114718,0.200000,9.400000
8,0,7.842897,0.119545,-0.311501,0.211258,0.200000,9.400000
9,0,3.617072,-0.370362,-0.533462,0.310486,0.200000,9.400000
